CTYNAME,SUMLEV,STATE,COUNTY,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
Kingsbury County,50,46,77,4,0,5171,2619,2552,2571,2496,8,5,15,17,5,11,0,0,20,23,2591,2518,12,13,29,29,6,15,1,0,2576,2505,2528,2451,8,5,15,16,5,11,0,0,20,22,2548,2472,12,13,29,27,6,15,1,0,43,47,43,45,0,0,0,1,0,0,0,0,0,1,43,46,0,0,0,2,0,0,0,0
Kinney County,50,48,271,4,0,3606,1981,1625,1891,1547,41,30,14,16,9,10,4,4,22,18,1911,1564,54,39,24,22,10,13,4,5,823,780,765,734,25,18,10,9,8,7,0,0,15,12,779,745,34,24,16,13,9,9,0,1,1158,845,1126,813,16,12,4,7,1,3,4,4,7,6,1132,819,20,15,8,9,1,4,4,4
Kiowa County,150,68,233,12,0,13418,6647,6771,5877,5921,236,217,339,390,21,37,5,6,169,200,6027,6107,295,277,446,525,45,52,8,14,6103,6219,5432,5471,212,199,289,334,20,36,4,5,146,174,5560,5633,266,254,379,447,40,51,5,12,544,552,445,450,24,18,50,56,1,1,1,1,23,26,467,474,29,23,67,78,5,1,3,2
Kit Carson County,50,8,63,4,0,8200,4517,3683,4203,3573,181,10,46,28,15,25,8,6,64,41,4259,3613,203,22,80,50,29,32,10,8,3561,3079,3301,2995,172,10,29,15,13,25,5,2,41,32,3335,3026,187,20,49,32,24,31,7,3,956,604,902,578,9,0,17,13,2,0,3,4,23,9,924,587,16,2,31,18,5,1,3,5
Kitsap County,50,53,35,4,0,254458,129479,124979,109148,104151,4539,2875,2305,2210,5393,7641,1235,1241,6859,6861,115401,110433,6316,4641,4555,4576,8720,10877,2199,2217,120466,116987,102194,97920,4196,2630,1770,1840,5122,7371,1099,1127,6085,6099,107755,103509,5744,4188,3612,3819,8177,10331,1965,1996,9013,7992,6954,6231,343,245,535,370,271,270,136,114,774,762,7646,6924,572,453,943,757,543,546,234,221
Kittitas County,50,53,37,4,0,41578,21000,20578,19449,18999,260,193,225,237,418,517,42,49,606,583,19994,19536,385,328,490,506,658,739,94,103,19308,18954,17950,17595,226,169,183,193,390,483,38,48,521,466,18424,18024,329,274,397,394,609,665,80,84,1692,1624,1499,1404,34,24,42,44,28,34,4,1,85,117,1570,1512,56,54,93,112,49,74,14,19
Kittson County,50,27,69,4,0,4537,2287,2250,2257,2215,8,5,4,7,4,14,0,0,14,9,2270,2224,16,10,8,12,7,14,0,0,2246,2214,2217,2184,8,5,4,7,3,11,0,0,14,7,2230,2191,16,9,8,10,6,11,0,0,41,36,40,31,0,0,0,0,1,3,0,0,0,2,40,33,0,1,0,2,1,3,0,0
Klamath County,50,41,35,4,0,66345,33005,33340,29671,29943,277,223,1487,1520,298,362,60,48,1212,1244,30819,31114,484,452,2317,2389,497,560,139,117,29225,29881,26485,27017,243,178,1155,1248,280,349,38,33,1024,1056,27453,28007,427,376,1841,1972,453,528,107,95,3780,3459,3186,2926,34,45,332,272,18,13,22,15,188,188,3366,3107,57,76,476,417,44,32,32,22
Kleberg County,50,48,273,4,0,32057,16313,15744,14729,14440,780,591,132,129,462,317,22,26,188,241,14884,14652,871,700,213,220,508,380,34,43,5085,4350,3854,3447,660,467,29,16,436,284,17,12,89,124,3927,3556,708,529,61,58,457,319,23,20,11228,11394,10875,10993,120,124,103,113,26,33,5,14,99,117,10957,11096,163,171,152,162,51,61,11,23
Klickitat County,50,53,39,4,0,20695,10451,10244,9775,9511,52,36,287,289,44,108,22,10,271,290,10026,9782,98,91,454,470,107,169,40,25,9233,9131,8695,8518,30,22,224,230,39,101,16,6,229,254,8907,8754,68,70,362,387,95,158,32,18,1218,1113,1080,993,22,14,63,59,5,7,6,4,42,36,1119,1028,30,21,92,83,12,11,8,7
Knott County,50,21,119,4,0,16281,8082,8199,7945,8064,77,50,9,8,5,9,3,1,43,67,7985,8130,93,74,30,48,15,14,3,3,8022,8150,7895,8027,75,46,7,5,4,9,1,1,40,62,7932,8088,89,68,26,43,14,13,1,2,60,49,50,37,2,4,2,3,1,0,2,0,3,5,53,42,4,6,4,5,1,1,2,1
Knox County,450,273,973,36,0,677197,331439,345758,296529,310053,22457,23043,1614,1375,4894,5260,310,272,5635,5755,301825,315487,25327,26044,3586,3379,6164,6456,498,463,319725,335681,286627,301436,21891,22557,1180,1082,4772,5142,170,175,5085,5289,291428,306440,24487,25339,2896,2863,5949,6274,323,339,11714,10077,9902,8617,566,486,434,293,122,118,140,97,550,466,10397,9047,840,705,690,516,215,182,175,124
Kodiak Island Borough,50,2,150,4,0,13807,7370,6437,4351,3635,86,50,944,930,1417,1335,53,42,519,445,4812,4037,134,96,1334,1271,1569,1446,96,68,6777,5957,3915,3295,76,46,894,882,1374,1306,46,40,472,388,4335,3643,114,81,1249,1180,1511,1405,81,61,593,480,436,340,10,4,50,48,43,29,7,2,47,57,477,394,20,15,85,91,58,41,15,7
Koochiching County,50,27,71,4,0,13242,6590,6652,6256,6285,48,48,161,168,12,39,3,0,110,112,6360,6387,83,80,224,241,28,57,5,3,6512,6569,6195,6223,45,47,151,157,12,39,1,0,108,103,6297,6317,78,77,214,223,28,56,3,3,78,83,61,62,3,1,10,11,0,0,2,0,2,9,63,70,5,3,10,18,0,1,2,0
Kootenai County,50,16,55,4,0,141056,69620,71436,66347,67868,294,220,942,971,413,687,91,86,1533,1604,67820,69412,559,474,1802,1895,858,1138,201,205,66944,68506,64058,65398,275,192,808,798,389,659,73,76,1341,1383,65354,66734,515,417,1519,1553,797,1079,167,179,2676,2930,2289,2470,19,28,134,173,24,28,18,10,192,221,2466,2678,44,57,283,342,61,59,34,26
Kosciusko County,50,18,85,4,0,77363,38476,38887,37132,37706,394,252,155,127,378,416,11,20,406,366,37520,38063,566,413,302,258,478,494,19,30,35361,36223,34190,35161,347,221,91,84,359,397,6,14,368,346,34541,35498,502,374,217,205,456,473,14,24,3115,2664,2942,2545,47,31,64,43,19,19,5,6,38,20,2979,2565,64,39,85,53,22,21,5,6
Kossuth County,50,19,109,4,0,15376,7655,7721,7513,7584,35,26,21,19,26,36,4,2,56,54,7568,7637,65,57,36,34,39,46,4,2,7538,7612,7417,7499,35,25,5,4,26,36,0,0,55,48,7471,7546,64,54,20,14,39,46,0,0,117,109,96,85,0,1,16,15,0,0,4,2,1,6,97,91,1,3,16,20,0,0,4,2
Kusilvak Census Area,50,2,158,4,0,7654,4029,3625,144,120,7,4,3776,3424,5,10,0,0,97,67,230,176,22,17,3857,3477,17,21,3,1,4009,3605,143,116,7,3,3759,3409,4,10,0,0,96,67,228,172,22,16,3839,3462,16,21,3,1,20,20,1,4,0,1,17,15,1,0,0,0,1,0,2,4,0,1,18,15,1,0,0,0
La Crosse County,50,55,63,4,0,115276,56375,58901,51709,54642,987,665,272,247,2502,2428,22,11,883,908,52550,55510,1421,1116,496,490,2766,2696,62,38,55373,58045,50870,53930,937,625,229,217,2482,2407,22,9,833,857,51665,54749,1346,1050,429,437,2737,2667,60,35,1002,856,839,712,50,40,43,30,20,21,0,2,50,51,885,761,75,66,67,53,29,29,2,3
La Paz County,50,4,12,4,0,20479,10510,9969,8376,7721,109,93,1672,1776,57,81,10,8,286,290,8642,7993,173,158,1863,1973,91,112,28,24,7810,7602,6463,6070,83,68,1032,1190,38,55,5,3,189,216,6639,6271,126,116,1154,1336,65,80,16,16,2700,2367,1913,1651,26,25,640,586,19,26,5,5,97,74,2003,1722,47,42,709,637,26,32,12,8
La Plata County,50,8,67,4,0,51786,26349,25437,23770,22758,171,86,1654,1748,138,195,18,19,598,631,24320,23354,289,207,2059,2165,248,314,51,47,23152,22369,21202,20302,135,63,1261,1351,110,174,16,17,428,462,21599,20740,221,158,1528,1634,201,273,43,37,3197,3068,2568,2456,36,23,393,397,28,21,2,2,170,169,2721,2614,68,49,531,531,47,41,8,10
La Salle County,50,48,283,4,0,6995,4155,2840,4067,2780,33,19,33,16,4,5,0,1,18,19,4081,2798,44,27,38,24,9,8,1,2,538,463,488,441,19,1,18,8,3,4,0,0,10,9,494,449,25,7,22,11,7,5,0,0,3617,2377,3579,2339,14,18,15,8,1,1,0,1,8,10,3587,2349,19,20,16,13,2,3,1,2
LaGrange County,50,18,87,4,0,37480,18843,18637,18534,18347,81,56,52,37,53,72,2,2,121,123,18650,18465,125,101,95,86,90,105,6,5,18134,17996,17867,17735,69,47,32,30,53,69,2,1,111,114,17973,17846,107,84,70,77,90,101,6,4,709,641,667,612,12,9,20,7,0,3,0,1,10,9,677,619,18,17,25,9,0,4,0,1
LaMoure County,50,38,45,4,0,4115,2093,2022,2061,1996,5,4,7,10,3,3,0,0,17,9,2077,2005,14,6,13,16,6,4,1,0,2079,1997,2049,1971,4,4,6,10,3,3,0,0,17,9,2065,1980,13,6,12,16,6,4,1,0,14,25,12,25,1,0,1,0,0,0,0,0,0,0,12,25,1,0,1,0,0,0,0,0
LaPorte County,50,18,91,4,0,111223,57523,53700,48684,47166,7299,4918,195,221,256,335,7,15,1082,1045,49703,48164,7975,5579,505,504,427,491,50,47,54087,50861,45629,44688,7141,4794,127,133,241,325,3,9,946,912,46526,45561,7748,5385,378,359,390,465,37,35,3436,2839,3055,2478,158,124,68,88,15,10,4,6,136,133,3177,2603,227,194,127,145,37,26,13,12
LaSalle County,50,17,99,4,0,113682,56975,56707,53944,54700,1837,651,172,171,353,509,10,17,659,659,54563,55325,2173,995,393,378,499,650,33,37,51952,52272,49229,50525,1751,566,90,109,335,499,3,9,544,564,49738,51059,2029,865,252,270,470,632,22,25,5023,4435,4715,4175,86,85,82,62,18,10,7,8,115,95,4825,4266,144,130,141,108,29,18,11,12
LaSalle Parish,50,22,59,4,0,14953,7715,7238,6451,6385,1090,701,81,84,16,16,4,0,73,52,6517,6432,1129,725,107,108,30,23,6,2,7453,7144,6235,6301,1063,699,72,83,13,15,1,0,69,46,6298,6343,1101,721,95,102,25,22,3,2,262,94,216,84,27,2,9,1,3,1,3,0,4,6,219,89,28,4,12,6,5,1,3,0
Labette County,50,20,99,4,0,21424,10617,10807,9379,9640,534,480,240,219,42,43,7,6,415,419,9772,10036,692,643,483,459,81,79,22,18,10177,10373,9020,9296,520,465,200,184,42,42,5,0,390,386,9390,9661,668,612,426,408,79,76,20,10,440,434,359,344,14,15,40,35,0,1,2,6,25,33,382,375,24,31,57,51,2,3,2,8
Lac qui Parle County,50,27,73,4,0,7236,3645,3591,3573,3525,15,6,8,10,16,21,6,1,27,28,3600,3553,29,16,15,25,22,24,6,3,3571,3535,3510,3475,15,6,5,5,13,21,1,1,27,27,3537,3502,29,16,12,19,19,24,1,3,74,56,63,50,0,0,3,5,3,0,5,0,0,1,63,51,0,0,3,6,3,0,5,0
Lackawanna County,50,42,69,4,0,214581,103258,111323,96254,104554,3387,2827,277,243,1898,2117,48,59,1394,1523,97551,105972,4222,3754,575,558,2245,2492,98,104,97533,105713,91560,99991,2784,2197,111,112,1860,2066,23,33,1195,1314,92677,101221,3482,2976,357,376,2176,2418,64,68,5725,5610,4694,4563,603,630,166,131,38,51,25,26,199,209,4874,4751,740,778,218,182,69,74,34,36
Laclede County,50,29,105,4,0,35583,17545,18038,16816,17396,163,107,153,102,65,113,10,16,338,304,17137,17687,266,211,338,266,127,165,28,29,17179,17661,16492,17058,156,104,145,91,58,106,9,15,319,287,16796,17333,251,199,320,247,119,156,25,28,366,377,324,338,7,3,8,11,7,7,1,1,19,17,341,354,15,12,18,19,8,9,3,1
Lafayette County,250,129,383,20,0,114944,57903,57041,47900,47101,8304,8320,268,221,676,684,57,45,698,670,48542,47696,8621,8638,531,520,853,816,85,79,55736,55525,46028,45807,8204,8244,149,148,666,677,33,30,656,619,46631,46355,8501,8537,388,421,838,800,59,59,2167,1516,1872,1294,100,76,119,73,10,7,24,15,42,51,1911,1341,120,101,143,99,15,16,26,20
Lafayette Parish,50,22,55,4,0,224315,109282,115033,78056,80400,27483,30855,405,455,1798,1744,63,56,1477,1523,79369,81763,28349,31762,889,974,2160,2100,117,108,104328,111033,73781,77008,27116,30510,324,394,1746,1710,33,32,1328,1379,74971,78257,27903,31338,736,836,2077,2038,79,77,4954,4000,4275,3392,367,345,81,61,52,34,30,24,149,144,4398,3506,446,424,153,138,83,62,38,31
Lafourche Parish,50,22,57,4,0,96980,47625,49355,38781,39867,6086,6871,1470,1420,388,417,32,24,868,756,39554,40552,6518,7232,1912,1813,487,499,53,44,45402,47784,36882,38505,6001,6812,1356,1342,381,412,16,13,766,700,37569,39139,6391,7152,1734,1698,467,486,33,33,2223,1571,1899,1362,85,59,114,78,7,5,16,11,102,56,1985,1413,127,80,178,115,20,13,20,11
Lake County,600,317,856,48,0,1875730,922190,953540,758499,772820,104991,118721,10414,10109,30280,33419,692,744,17314,17727,774219,788839,112627,126698,16752,16829,35506,38601,1592,1621,774486,812093,625779,646453,99490,112701,5602,5747,29250,32423,380,402,13985,14367,638447,659374,105648,119185,10265,10800,33840,36948,1091,1100,147704,141447,132720,126367,5501,6020,4812,4362,1030,996,312,342,3329,3360,135772,129465,6979,7513,6487,6029,1666,1653,501,521
Lake and Peninsula Borough,50,2,164,4,0,1655,884,771,236,160,7,4,554,517,4,1,3,2,80,87,309,239,19,19,617,586,16,12,5,4,858,750,228,149,7,4,538,509,4,1,3,2,78,85,299,226,19,19,599,576,16,12,5,4,26,21,8,11,0,0,16,8,0,0,0,0,2,2,10,13,0,0,18,10,0,0,0,0
Lake of the Woods County,50,27,77,4,0,4014,2062,1952,1990,1863,8,6,16,14,11,28,0,0,37,41,2025,1903,25,20,31,36,18,35,0,1,2041,1925,1974,1840,7,6,15,14,10,26,0,0,35,39,2007,1878,23,19,29,35,17,33,0,1,21,27,16,23,1,0,1,0,1,2,0,0,2,2,18,25,2,1,2,1,1,2,0,0
Lamar County,200,90,596,16,0,139552,67327,72225,53521,56067,11598,13810,538,517,530,615,23,22,1117,1194,54524,57131,12171,14431,1044,1050,693,787,60,65,64664,69753,51240,53940,11462,13667,391,405,518,605,18,16,1035,1120,52172,54939,12001,14253,847,900,670,769,49,53,2663,2472,2281,2127,136,143,147,112,12,10,5,6,82,74,2352,2192,170,178,197,150,23,18,11,12
Lamb County,50,48,279,4,0,14093,7017,7076,6455,6495,331,351,121,120,12,23,0,4,98,83,6543,6571,376,388,173,161,27,34,7,7,3232,3452,2871,3090,286,282,27,25,5,13,0,4,43,38,2911,3125,309,304,48,38,10,20,1,5,3785,3624,3584,3405,45,69,94,95,7,10,0,0,55,45,3632,3446,67,84,125,123,17,14,6,2
Lamoille County,50,50,15,4,0,24698,12305,12393,11909,12017,115,66,59,46,64,71,2,3,156,190,12063,12203,172,129,139,153,88,100,7,10,12119,12223,11751,11857,110,64,50,42,63,71,1,2,144,187,11894,12040,161,125,124,147,85,100,5,9,186,170,158,160,5,2,9,4,1,0,1,1,12,3,169,163,11,4,15,6,3,0,2,1
Lampasas County,50,48,281,4,0,19944,9849,10095,9044,9189,362,344,93,122,86,154,25,19,239,267,9256,9425,451,437,196,247,154,221,39,37,8005,8366,7342,7615,322,299,56,74,65,137,23,15,197,226,7518,7814,396,376,141,178,120,198,33,30,1844,1729,1702,1574,40,45,37,48,21,17,2,4,42,41,1738,1611,55,61,55,69,34,23,6,7
Lancaster County,200,169,340,16,0,902780,444947,457833,394300,408394,28858,26655,2492,2442,10587,11355,387,369,8323,8618,402092,416440,33952,32003,4681,4721,12451,13232,641,643,410082,424109,366429,381587,25148,22930,1295,1297,10278,11064,192,189,6740,7042,372756,388169,29233,27257,2915,3008,11928,12735,369,399,34865,33724,27871,26807,3710,3725,1197,1145,309,291,195,180,1583,1576,29336,28271,4719,4746,1766,1713,523,497,272,244
Lander County,50,32,15,4,0,5845,2973,2872,2748,2626,18,23,148,146,9,23,1,0,49,54,2795,2675,39,42,171,171,13,35,5,3,2314,2251,2161,2075,9,15,106,103,9,22,1,0,28,36,2188,2106,24,30,117,117,11,32,3,2,659,621,587,551,9,8,42,43,0,1,0,0,21,18,607,569,15,12,54,54,2,3,2,1
Lane County,100,61,140,8,0,355400,174766,180634,158705,164088,2159,1474,2498,2375,3994,5159,486,400,6924,7138,165329,170931,3644,2968,6070,6106,6188,7397,1026,978,160915,167327,147129,152806,1887,1249,1758,1770,3852,5031,432,351,5857,6120,152754,158687,3142,2532,4623,4818,5826,7052,900,863,13851,13307,11576,11282,272,225,740,605,142,128,54,49,1067,1018,12575,12244,502,436,1447,1288,362,345,126,115
Langlade County,50,55,67,4,0,19886,9984,9902,9624,9590,72,26,127,122,31,43,0,1,130,120,9749,9702,117,74,187,179,57,64,4,3,9791,9740,9475,9465,71,25,90,95,31,43,0,0,124,112,9594,9569,113,70,147,148,57,63,4,2,193,162,149,125,1,1,37,27,0,0,0,1,6,8,155,133,4,4,40,31,0,1,0,1
Lanier County,50,13,173,4,0,10470,5304,5166,3824,3739,1270,1207,45,39,48,71,2,1,115,109,3930,3826,1338,1269,85,80,71,96,8,8,5023,4910,3599,3538,1247,1186,25,17,44,69,2,1,106,99,3696,3617,1307,1243,61,50,67,93,8,8,281,256,225,201,23,21,20,22,4,2,0,0,9,10,234,209,31,26,24,30,4,3,0,0
Lapeer County,50,26,87,4,0,88067,44349,43718,42636,42597,837,172,219,214,132,211,7,4,518,520,43132,43096,1009,335,487,500,226,302,19,14,42460,41831,40872,40838,800,150,177,169,126,204,5,3,480,467,41333,41287,955,291,423,425,218,289,16,11,1889,1887,1764,1759,37,22,42,45,6,7,2,1,38,53,1799,1809,54,44,64,75,8,13,3,3
Laramie County,50,56,21,4,0,92663,46442,46221,42795,42926,1387,989,559,529,434,622,80,60,1187,1095,43908,43953,1819,1390,1048,976,771,934,164,122,40246,40151,37282,37516,1254,845,312,301,380,560,58,43,960,886,38179,38352,1614,1172,671,631,675,827,123,94,6196,6070,5513,5410,133,144,247,228,54,62,22,17,227,209,5729,5601,205,218,377,345,96,107,41,28
Larimer County,50,8,69,4,0,305314,151568,153746,141853,143965,1688,1231,1537,1525,3014,3462,140,134,3336,3429,145013,147221,2548,2134,2920,2948,4316,4785,337,322,134926,137832,127257,130036,1458,1021,674,646,2844,3315,100,90,2593,2724,129723,132629,2161,1778,1581,1611,3969,4483,248,241,16642,15914,14596,13929,230,210,863,879,170,147,40,44,743,705,15290,14592,387,356,1339,1337,347,302,89,81
Larue County,50,21,123,4,0,14194,7052,7142,6662,6813,254,194,25,21,7,18,4,3,100,93,6757,6901,310,251,61,58,22,25,6,4,6798,6978,6421,6658,250,190,23,18,6,18,3,3,95,91,6511,6744,303,245,56,55,21,25,5,4,254,164,241,155,4,4,2,3,1,0,1,0,5,2,246,157,7,6,5,3,1,0,1,0
Las Animas County,50,8,71,4,0,15024,7738,7286,7023,6780,196,43,286,244,67,62,7,8,159,149,7169,6920,228,83,397,340,93,81,20,13,4492,4192,4095,3952,174,26,102,77,53,56,2,2,66,79,4157,4024,196,51,139,123,63,70,7,4,3246,3094,2928,2828,22,17,184,167,14,6,5,6,93,70,3012,2896,32,32,258,217,30,11,13,9
Lassen County,50,6,35,4,0,34298,22125,12173,17293,10758,2932,132,902,522,278,167,115,78,605,516,17852,11227,3085,261,1225,817,420,268,155,119,17290,10864,13145,9704,2845,118,577,398,204,153,103,73,416,418,13520,10078,2958,222,790,636,305,243,139,106,4835,1309,4148,1054,87,14,325,124,74,14,12,5,189,98,4332,1149,127,39,435,181,115,25,16,13
Latah County,50,16,57,4,0,37887,19482,18405,18189,17342,211,115,175,138,393,340,32,31,482,439,18647,17767,299,197,391,329,587,509,67,65,18796,17680,17608,16709,196,105,135,117,385,336,30,23,442,390,18031,17090,280,181,323,273,567,494,61,53,686,725,581,633,15,10,40,21,8,4,2,8,40,49,616,677,19,16,68,56,20,15,6,12
Latimer County,50,40,77,4,0,11115,5657,5458,3958,3860,75,29,1186,1109,12,25,0,1,426,434,4361,4281,127,72,1567,1503,29,33,4,7,5483,5300,3865,3785,73,26,1129,1058,11,25,0,1,405,405,4249,4178,118,63,1494,1428,28,33,3,6,174,158,93,75,2,3,57,51,1,0,0,0,21,29,112,103,9,9,73,75,1,0,1,1
Lauderdale County,150,76,249,12,0,200913,97820,103093,69612,72928,25925,27839,412,379,703,750,52,46,1116,1151,70596,73955,26567,28518,835,813,883,917,99,85,95522,101097,67844,71385,25676,27609,323,308,656,715,19,23,1004,1057,68736,72332,26257,28233,689,700,821,870,57,56,2298,1996,1768,1543,249,230,89,71,47,35,33,23,112,94,1860,1623,310,285,146,113,62,47,42,29
Laurel County,50,21,125,4,0,59352,29070,30282,28289,29460,258,212,88,106,146,175,9,7,280,322,28557,29772,364,321,251,310,181,210,19,16,28624,29915,27913,29154,242,202,62,83,144,173,4,4,259,299,28161,29445,338,301,213,271,175,203,11,10,446,367,376,306,16,10,26,23,2,2,5,3,21,23,396,327,26,20,38,39,6,7,8,6
Laurens County,100,58,234,8,0,114426,55245,59181,38056,39476,15973,18470,157,176,370,390,51,33,638,636,38633,40030,16395,18891,359,361,455,498,75,62,53102,57383,36282,37988,15766,18275,98,132,346,378,19,18,591,592,36815,38506,16158,18673,279,300,429,478,38,42,2143,1798,1774,1488,207,195,59,44,24,12,32,15,47,44,1818,1524,237,218,80,61,26,20,37,20
Lavaca County,50,48,285,4,0,19222,9393,9829,8546,8931,659,700,48,54,23,37,9,10,108,97,8646,9022,719,754,89,83,41,54,10,14,7757,8266,7026,7501,605,640,13,19,19,35,9,10,85,61,7106,7558,652,678,43,33,33,47,10,12,1636,1563,1520,1430,54,60,35,35,4,2,0,0,23,36,1540,1464,67,76,46,50,8,7,0,2
Lawrence County,550,293,1001,44,0,400413,196905,203508,182592,190163,8536,7273,1776,1799,697,921,53,52,3251,3300,185670,193293,9859,8652,3493,3528,1075,1287,142,116,192699,200080,178994,187199,8362,7171,1610,1662,659,906,28,29,3046,3113,181885,190152,9584,8468,3220,3292,1022,1253,104,84,4206,3428,3598,2964,174,102,166,137,38,15,25,23,205,187,3785,3141,275,184,273,236,53,34,38,32
Le Flore County,50,40,79,4,0,50239,25187,25052,19657,19815,664,406,3263,3205,127,155,32,29,1444,1442,21031,21209,824,555,4549,4491,192,214,60,46,23313,23499,18084,18506,638,393,3084,3065,119,146,12,11,1376,1378,19397,19839,787,530,4313,4297,178,203,37,28,1874,1553,1573,1309,26,13,179,140,8,9,20,18,68,64,1634,1370,37,25,236,194,14,11,23,18
Le Sueur County,50,27,79,4,0,27809,14060,13749,13720,13431,74,61,53,49,81,90,1,4,131,114,13844,13538,114,100,103,99,128,123,6,8,13287,13048,12984,12757,68,50,42,40,72,87,1,4,120,110,13097,12860,104,85,85,90,117,120,6,8,773,701,736,674,6,11,11,9,9,3,0,0,11,4,747,678,10,15,18,9,11,3,0,0
Lea County,50,35,25,4,0,65077,33242,31835,30420,29411,1539,1317,600,486,183,184,35,27,465,410,30855,29806,1731,1495,841,688,237,226,53,39,15672,15517,13677,13777,1267,1100,275,217,146,152,9,9,298,262,13955,14027,1391,1218,424,338,184,183,21,16,17570,16318,16743,15634,272,217,325,269,37,32,26,18,167,148,16900,15779,340,277,417,350,53,43,32,23
Leake County,50,28,79,4,0,23282,11969,11313,5988,5986,5058,4410,799,776,36,38,1,0,87,103,6057,6073,5112,4475,838,819,51,54,7,5,11395,10883,5654,5730,5010,4372,649,668,24,26,1,0,57,87,5703,5805,5044,4427,671,704,33,37,2,4,574,430,334,256,48,38,150,108,12,12,0,0,30,16,354,268,68,48,167,115,18,17,5,1
Leavenworth County,50,20,103,4,0,77106,41037,36069,34176,31415,4799,2615,410,252,430,596,63,74,1159,1117,35227,32447,5321,3119,848,671,778,912,135,132,38286,34183,31822,29858,4614,2483,334,199,411,584,56,61,1049,998,32777,30784,5091,2939,708,557,733,877,116,110,2751,1886,2354,1557,185,132,76,53,19,12,7,13,110,119,2450,1663,230,180,140,114,45,35,19,22
Lebanon County,50,42,75,4,0,134483,65640,68843,61855,65070,2007,1698,198,193,731,958,25,28,824,896,62612,65898,2503,2247,431,418,890,1133,57,61,59028,62170,56426,59605,1243,924,62,75,682,920,15,17,600,629,56986,60180,1578,1288,222,229,822,1071,36,37,6612,6673,5429,5465,764,774,136,118,49,38,10,11,224,267,5626,5718,925,959,209,189,68,62,21,24
Lee County,600,297,1388,48,0,1097047,542029,555018,448182,457353,75119,78403,3043,2335,7482,8710,615,472,7588,7745,454948,464185,79300,82693,5300,4617,9465,10721,1037,925,466822,486034,380528,394825,71549,75007,1341,1231,7075,8340,194,210,6135,6421,385981,400451,74863,78534,3103,3055,8804,10125,525,591,75207,68984,67654,62528,3570,3396,1702,1104,407,370,421,262,1453,1324,68967,63734,4437,4159,2197,1562,661,596,512,334
Leelanau County,50,26,89,4,0,21659,10711,10948,10077,10213,41,45,384,441,46,62,1,3,162,184,10227,10390,99,97,479,554,70,91,4,6,10298,10571,9777,9947,31,39,311,374,42,60,1,1,136,150,9904,10090,77,85,389,463,64,84,4,4,413,377,300,266,10,6,73,67,4,2,0,2,26,34,323,300,22,12,90,91,6,7,0,2
Leflore County,50,28,83,4,0,31957,15363,16594,4119,4161,10981,12180,71,57,107,88,2,0,83,108,4188,4252,11037,12241,101,99,124,106,8,8,14942,16275,3866,3982,10889,12084,15,25,105,88,2,0,65,96,3921,4063,10932,12140,35,62,117,103,5,6,421,319,253,179,92,96,56,32,2,0,0,0,18,12,267,189,105,101,66,37,7,3,3,2
Lehigh County,50,42,77,4,0,353654,171754,181900,146939,156413,13953,13979,1332,1337,5460,5883,236,249,3834,4039,150435,160111,16525,16781,2287,2341,6333,6758,393,409,137058,146524,119927,129071,9163,8970,219,228,5217,5622,42,38,2490,2595,122210,131442,10742,10669,765,788,5886,6307,125,136,34696,35376,27012,27342,4790,5009,1113,1109,243,261,194,211,1344,1444,28225,28669,5783,6112,1522,1553,447,451,268,273
Lemhi County,50,16,59,4,0,7992,4080,3912,3947,3770,14,15,35,37,9,25,1,4,74,61,4017,3830,29,26,82,77,28,37,5,9,3986,3805,3874,3677,13,14,27,30,8,25,1,4,63,55,3934,3731,28,24,66,65,23,36,3,9,94,107,73,93,1,1,8,7,1,0,0,0,11,6,83,99,1,2,16,12,5,1,2,0
